ratio,1
train,1750357
test,124873
p,6040,q,3952,f,100
epochs,100
gamma,0.02
lambda,0.01
decay,0.9
mimimumRating,0
maximumRating,1
epoch,train:loss,K(Cosine),N,P,R,Coverage,Popularity
1,331517.509118988,10,0.107302533532042,0.0518927230065747,0.0981877197727887,7.65823876943728
3,273801.898739637,10,0.12702434177844,0.0614304132999127,0.0681633757100352,7.70360890069746
5,249904.256541199,10,0.152955787382017,0.0739711546931683,0.159588855829051,7.61339333912588
7,233066.313807286,10,0.168074184467627,0.0812825831044341,0.236137408709765,7.51064131603391
9,223032.217296496,10,0.175144891538334,0.0847020572902069,0.276169867460103,7.43584866999803
11,216420.473963573,10,0.179218413644643,0.0866720588117527,0.292940221801461,7.3848252507174
13,211619.273461234,10,0.182695810564663,0.0883537674277066,0.308358128212064,7.3484123161313
15,207968.686806153,10,0.184566981288293,0.089258686825815,0.321341628347309,7.32129314453154
17,205133.844828421,10,0.185543964232489,0.0897311668655354,0.329997295104139,7.30153018469444
19,202907.048586395,10,0.186040735221063,0.0899714109535288,0.335407086827157,7.28679575062679
21,201144.935724594,10,0.187067395264117,0.0904679154020485,0.339734920205572,7.2748080751831
23,199743.287656805,10,0.186918363967544,0.0903958421756505,0.343521774411685,7.26471959450368
25,198624.088328875,10,0.186785891703924,0.0903317770855189,0.345956180687044,7.25658941279402
27,197727.811474163,10,0.186769332670972,0.0903237689492524,0.347038139031647,7.25012318521143
29,197008.426870471,10,0.187067395264117,0.0904679154020485,0.3478496077901,7.24491702792027
31,196429.989995822,10,0.187001159132307,0.0904358828569827,0.349202055720855,7.24061207833609
33,195964.223450728,10,0.187282662692499,0.0905720211735123,0.35082499323776,7.23726794658645
35,195588.7535283,10,0.187216426560689,0.0905399886284465,0.351095482823911,7.2343726995459
37,195285.797412239,10,0.187216426560689,0.0905399886284465,0.352177441168515,7.23260604574426
39,195041.170076133,10,0.187100513330022,0.0904839316745814,0.352447930754666,7.2309364833675
41,194843.523508849,10,0.186951482033449,0.0904118584481833,0.352447930754666,7.22961945427608
43,194683.758003734,10,0.186918363967544,0.0903958421756505,0.353259399513119,7.22888432679778
45,194554.562845987,10,0.186934923000497,0.0904038503119169,0.353259399513119,7.22800546703531
47,194450.055540181,10,0.187050836231164,0.090459907265782,0.35352988909927,7.22731782548848
49,194365.496867484,10,0.186951482033449,0.0904118584481833,0.353259399513119,7.22673404637504
51,194297.064804783,10,0.186984600099354,0.0904278747207162,0.35352988909927,7.226208773843
53,194241.674472238,10,0.186918363967544,0.0903958421756505,0.354070868271572,7.22582947749567
55,194196.834293301,10,0.186951482033449,0.0904118584481833,0.354070868271572,7.22551741596034
57,194160.530792221,10,0.186968041066402,0.0904198665844498,0.354070868271572,7.22518618776625
59,194131.136134395,10,0.186934923000497,0.0904038503119169,0.354341357857722,7.22492968163926
61,194107.333793107,10,0.186934923000497,0.0904038503119169,0.354341357857722,7.22477200487311
63,194088.058705676,10,0.186934923000497,0.0904038503119169,0.354341357857722,7.22465867005199
65,194072.449039395,10,0.186968041066402,0.0904198665844498,0.354341357857722,7.22459895766387
67,194059.807279051,10,0.186934923000497,0.0904038503119169,0.354341357857722,7.22453020107674
69,194049.568810683,10,0.186934923000497,0.0904038503119169,0.354341357857722,7.22447903602482
71,194041.276541883,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22437969121168
73,194034.560388398,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22436057149258
75,194029.120687379,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22436253801025
77,194024.714781041,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22438860117703
79,194021.146161866,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22438132889121
81,194018.255688588,10,0.186885245901639,0.0903798259031176,0.354341357857722,7.22437587008086
83,194015.914476264,10,0.186901804934592,0.090387834039384,0.354341357857722,7.2243649527068
85,194014.018140841,10,0.186918363967544,0.0903958421756505,0.354341357857722,7.22436706991894
87,194012.482139741,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22436945406607
89,194011.237998898,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22436945406607
91,194010.230257965,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22436679680579
93,194009.413996443,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22436669363392
95,194008.752830279,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22437703726606
97,194008.217289416,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22437024733925
99,194007.78350373,10,0.186901804934592,0.090387834039384,0.354341357857722,7.22437024733925
